user_id,problem_id
30010,10250
30010,10430
30010,10718
30010,10809
30010,10818
30010,10828
30010,10845
30010,10869
30010,10870
30010,10871
30010,10872
30010,10950
30010,10951
30010,10952
30010,10998
30010,11021
30010,11022
30010,11654
30010,11720
30010,11729
30010,11931
30010,14681
30010,15552
30010,15596
30011,1000
30011,1012
30011,1021
30011,1260
30011,1546
30011,1717
30011,1743
30011,1920
30011,1927
30011,1976
30011,1991
30011,2003
30011,2075
30011,2178
30011,2231
30011,2309
30011,2512
30011,2583
30011,2630
30011,2667
30011,2675
30011,2805
30011,4195
30011,8393
30011,9012
30011,9086
30011,10026
30011,10448
30011,10820
30011,10828
30011,10845
30011,10866
30011,10871
30011,11279
30011,11286
30011,11724
30011,11725
30012,1000
30012,1001
30012,1010
30012,1018
30012,1034
30012,1037
30012,1041
30012,1057
30012,1059
30012,1193
30012,1260
30012,1924
30012,1991
30012,2163
30012,2292
30012,2293
30012,2438
30012,2439
30012,2440
30012,2441
30012,2557
30012,2698
30012,2718
30012,2741
30012,2750
30012,2751
30012,2775
30012,2839
30012,2961
30012,3053
30012,3474
30012,6359
30012,7287
30012,8393
30012,9507
30012,10250
30012,10718
30012,10871
30012,10998
30012,11047
30012,11051
30012,11720
30012,11722
30012,11729
30012,15969
30012,16113
30012,16120
30013,1002
30013,1003
30013,1004
30013,1065
30013,1110
30013,1157
30013,1181
30013,1193
30013,1260
30013,1316
30013,1427
30013,1463
30013,1546
30013,1920
30013,1924
30013,1978
30013,2164
30013,2193
30013,2579
30013,2581
30013,2606
30013,2609
30013,2750
30013,2751
30013,2839
30013,2941
30013,4344
30013,4673
30013,7568
30013,9012
30013,9093
30013,9095
30013,10773
30013,10828
30013,10845
30013,10866
30013,10989
30013,11047
30013,11399
30013,11653
30013,11726
30013,11727
30014,1000
30014,1001
30014,1008
30014,1065
30014,1110
30014,1120
30014,1158
30014,1330
30014,1439
30014,1546
30014,1914
30014,1931
30014,1991
30014,2231
30014,2438
30014,2439
30014,2446
30014,2523
30014,2557
30014,2562
30014,2577
30014,2588
30014,2739
30014,2741
30014,2742
30014,2753
30014,2798
30014,2884
30014,3052
30014,4344
30014,4673
30014,5543
30014,5585
30014,8393
30014,8958
30014,9012
30014,9095
30014,9498
30014,10039
30014,10171
30014,10172
30014,10430
30014,10718
30014,10817
30014,10818
30014,10828
30014,10845
30014,10869
30014,10871
30014,10950
30014,10951
30014,10952
30014,10996
30014,10998
30014,11021
30014,11022
30014,11047
30014,11399
30014,11654
30014,11720
30014,14681
30014,15552
30014,15596
30015,1000
30015,1001
30015,1008
30015,1012
30015,1085
30015,1212
30015,1267
30015,1271
30015,1284
30015,1330
30015,1550
30015,2075
30015,2338
30015,2420
30015,2438
30015,2439
30015,2475
30015,2480
30015,2525
30015,2530
30015,2557
30015,2558
30015,2577
30015,2588
30015,2739
30015,2741
30015,2742
30015,2753
30015,2884
30015,2914
30015,3003
30015,3028
30015,3046
30015,5337
30015,5338
30015,5339
30015,5522
30015,5543
30015,7287
30015,8370
30015,8393
30015,9498
30015,9653
30015,9654
30015,10101
30015,10171
30015,10172
30015,10430
30015,10699
30015,10718
30015,10757
30015,10797
30015,10869
30015,10871
30015,10872
30015,10926
30015,10950
30015,10951
30015,10952
30015,10998
30015,11003
30015,11021
30015,11022
30015,11053
30015,11382
30015,11654
30015,11722
30015,11942
30015,14645
30015,14681
30015,14928
30015,15311
30015,15439
30015,15552
30015,15680
30015,15733
30015,15964
30015,16170
30015,16394
30015,17295
30015,18096
30015,18108
30015,20492
30016,1000
30016,1001
30016,1008
30016,1085
30016,1152
30016,1157
30016,1259
30016,1330
30016,1436
30016,1546
30016,1920
30016,1978
30016,2108
30016,2231
30016,2292
30016,2438
30016,2439
30016,2475
30016,2557
30016,2562
30016,2577
30016,2609
30016,2675
30016,2739
30016,2741
30016,2742
30016,2753
30016,2775
30016,2798
30016,2839
30016,2869
30016,2884
30016,2908
30016,2920
30016,3052
30016,4153
30016,7568
30016,8958
30016,9498
30016,10171
30016,10172
30016,10250
30016,10773
30016,10809
30016,10818
30016,10828
30016,10869
30016,10871
30016,10950
30016,10951
30016,10952
30016,10998
30016,11050
30016,11654
30016,11720
30016,15829
30016,17106
30017,1000
30017,1001
30017,1008
30017,1009
30017,1152
30017,1264
30017,1330
30017,1427
30017,1731
30017,2438
30017,2439
30017,2440
30017,2441
30017,2447
30017,2455
30017,2475
30017,2501
30017,2557
30017,2558
30017,2566
30017,2577
30017,2588
30017,2609
30017,2675
30017,2739
30017,2740
30017,2741
30017,2742
30017,2743
30017,2750
30017,2752
30017,2753
30017,2884
30017,2908
30017,2914
30017,2997
30017,3003
30017,3046
30017,3047
30017,4458
30017,5217
30017,5337
30017,5338
30017,5597
30017,7287
30017,8393
30017,9085
30017,9498
30017,9653
30017,9654
30017,10170
30017,10171
30017,10172
30017,10430
30017,10718
30017,10797
30017,10814
30017,10817
30017,10869
30017,10871
30017,10872
30017,10926
30017,10950
30017,10998
30017,11050
30017,11720
30017,11721
30017,11728
30017,11729
30017,13906
30017,14681
30017,15680
30017,15733
30017,16430
30017,17388
30017,18883
30017,19944
30018,1000
30018,1001
30018,1002
30018,1004
30018,1008
30018,1181
30018,1193
30018,1260
30018,1330
30018,1427
30018,1436
30018,1712
30018,1715
30018,2108
30018,2231
30018,2292
30018,2447
30018,2557
30018,2588
30018,2606
30018,2750
30018,2751
30018,2798
30018,2805
30018,2839
30018,2869
30018,7568
30018,9093
30018,9498
30018,10250
30018,10430
30018,10718
30018,10773
30018,10814
30018,10825
30018,10828
30018,10869
30018,10870
30018,10872
30018,10989
30018,10998
30018,11650
30018,11651
30018,11729
30018,18870
30019,1000
30019,1001
30019,1008
30019,1065
30019,1110
30019,1152
30019,1157
30019,1181
30019,1296
30019,1316
30019,1330
30019,1427
30019,1431
30019,1546
30019,1712
30019,1755
30019,1758
30019,1764
30019,1895
30019,2292
30019,2438
30019,2439
30019,2446
30019,2523
30019,2557
30019,2562
30019,2577
30019,2588
30019,2675
30019,2739
30019,2741
30019,2753
30019,2839
30019,2884
30019,2908
30019,2941
30019,3052
30019,4344
30019,4673
30019,5543
30019,5622
30019,8393
30019,8958
30019,9498
30019,10039
30019,10171
30019,10172
30019,10430
30019,10718
30019,10809
30019,10817
30019,10818
30019,10869
30019,10870
30019,10871
30019,10872
30019,10950
30019,10951
30019,10952
30019,10996
30019,10998
30019,11403
30019,11654
30019,11720
30019,14681
30019,15552
30019,15596
30020,1000
30020,1001
30020,1008
30020,1065
30020,1085
30020,1110
30020,1152
30020,1157
30020,1193
30020,1316
30020,1330
30020,1546
30020,1712
30020,1929
30020,1978
30020,2292
30020,2438
30020,2439
30020,2557
30020,2562
30020,2577
30020,2581
30020,2588
30020,2675
30020,2739
30020,2741
30020,2742
30020,2753
30020,2775
30020,2839
30020,2869
30020,2884
30020,2908
30020,2941
30020,3009
30020,3052
30020,3053
30020,4153
30020,4344
30020,4673
30020,4948
30020,5622
30020,8393
30020,8958
30020,9498
30020,10171
30020,10172
30020,10250
30020,10430
30020,10718
30020,10757
30020,10809
30020,10818
30020,10869
30020,10871
30020,10872
30020,10950
30020,10951
30020,10952
30020,10998
30020,11021
30020,11022
30020,11653
30020,11654
30020,11720
30020,14681
30020,15552
30020,15596
30021,1000
30021,1001
30021,1002
30021,1008
30021,1065
30021,1110
30021,1152
30021,1157
30021,1316
30021,1330
30021,1546
30021,1629
30021,1712
30021,1929
30021,1942
30021,1978
30021,2231
30021,2438
30021,2439
30021,2557
30021,2562
30021,2577
30021,2588
30021,2675
30021,2739
30021,2741
30021,2742
30021,2750
30021,2753
30021,2798
30021,2839
30021,2869
30021,2884
30021,2920
30021,3052
30021,4344
30021,4673
30021,7568
30021,8393
30021,8958
30021,9498
30021,9517
30021,10171
30021,10172
30021,10430
30021,10718
30021,10809
30021,10818
30021,10869
30021,10870
30021,10871
30021,10872
30021,10950
30021,10951
30021,10952
30021,10998
30021,11021
30021,11022
30021,11654
30021,11720
30021,11729
30021,14470
30021,14681
30021,14920
30021,15552
30021,15596
30022,1000
30022,1012
30022,1021
30022,1074
30022,1259
30022,1267
30022,1406
30022,1463
30022,1697
30022,1926
30022,2164
30022,2178
30022,2309
30022,2480
30022,2490
30022,2557
30022,2576
30022,2579
30022,2587
30022,2753
30022,4179
30022,5430
30022,7576
30022,9095
30022,9498
30022,10026
30022,10093
30022,10171
30022,10718
30022,10804
30022,10845
30022,10866
30022,10869
30022,10871
30022,13305
30022,13458
30022,14891
30022,18258
30022,19572
30022,19575
30022,19582
30022,19583
30022,20937
30022,20944
30022,22981
30022,22984
30022,22986
30022,22988
30023,1000
30023,1001
30023,1008
30023,1032
30023,1076
30023,1100
30023,1110
30023,1152
30023,1157
30023,1271
30023,1330
30023,1357
30023,1439
30023,1546
30023,1550
30023,1789
30023,2438
30023,2439
30023,2440
30023,2441
30023,2442
30023,2446
30023,2475
30023,2480
30023,2557
30023,2558
30023,2562
30023,2577
30023,2588
30023,2675
30023,2739
30023,2741
30023,2742
30023,2743
30023,2752
30023,2753
30023,2884
30023,2902
30023,2908
30023,2920
30023,2941
30023,3052
30023,4101
30023,4344
30023,5337
30023,5338
30023,5339
30023,5622
30023,8393
30023,8958
30023,9012
30023,9498
30023,10170
30023,10171
30023,10172
30023,10430
30023,10718
30023,10757
30023,10809
30023,10818
30023,10828
30023,10869
30023,10871
30023,10926
30023,10950
30023,10951
30023,10952
30023,10998
30023,11021
30023,11022
30023,11382
30023,11654
30023,11718
30023,11719
30023,11720
30023,11942
30023,14681
30023,14928
30023,15552
30023,15740
30024,1197
30024,1244
30024,1260
30024,1697
30024,1699
30024,1786
30024,2231
30024,2293
30024,2468
30024,2579
30024,2636
30024,2798
30024,3190
30024,4179
30024,6987
30024,7568
30024,7576
30024,9935
30024,11047
30024,11559
30024,14499
30024,14500
30024,14502
30024,14890
30024,16234
30024,17135
30024,17144
30024,17822
30025,1000
30025,1001
30025,1008
30025,1009
30025,1010
30025,1011
30025,1037
30025,1063
30025,1065
30025,1076
30025,1085
30025,1110
30025,1152
30025,1157
30025,1193
30025,1260
30025,1267
30025,1271
30025,1292
30025,1297
30025,1316
30025,1330
30025,1343
30025,1427
30025,1475
30025,1543
30025,1546
30025,1547
30025,1550
30025,1598
30025,1712
30025,1764
30025,1837
30025,1874
30025,1929
30025,1964
30025,1978
30025,2052
30025,2292
30025,2338
30025,2346
30025,2355
30025,2420
30025,2438
30025,2439
30025,2440
30025,2441
30025,2476
30025,2480
30025,2506
30025,2525
30025,2530
30025,2557
30025,2562
30025,2577
30025,2581
30025,2588
30025,2606
30025,2667
30025,2739
30025,2741
30025,2742
30025,2744
30025,2752
30025,2753
30025,2775
30025,2839
30025,2857
30025,2869
30025,2884
30025,2908
30025,2920
30025,2960
30025,3009
30025,3052
30025,3053
30025,4153
30025,4344
30025,4659
30025,4673
30025,4948
30025,5893
30025,6591
30025,6763
30025,6976
30025,8393
30025,8723
30025,8958
30025,9020
30025,9095
30025,9498
30025,10250
30025,10430
30025,10809
30025,10817
30025,10818
30025,10871
30025,10950
30025,10951
30025,10952
30025,11021
30025,11022
30025,11283
30025,11654
30025,11719
30025,11720
30025,11723
30025,15552
30025,15596
30025,16170
30025,16430
30025,17496
30025,18108
30025,18301
30025,20254
30025,20492
30025,23234
30025,24078
30025,24082
30025,24086
30026,1000
30026,1001
30026,1003
30026,1074
30026,1238
30026,1260
30026,1330
30026,1654
30026,1753
30026,1788
30026,1914
30026,1937
30026,1991
30026,2133
30026,2167
30026,2178
30026,2447
30026,2557
30026,2606
30026,2747
30026,2776
30026,2805
30026,2839
30026,2960
30026,5052
30026,5670
30026,6603
30026,8983
30026,9184
30026,9498
30026,10171
30026,10718
30026,10869
30026,10998
30026,13422
30026,15823
30026,16916
30027,1000
30027,1001
30027,1008
30027,1065
30027,1110
30027,1152
30027,1157
30027,1316
30027,1330
30027,1546
30027,1712
30027,1929
30027,1978
30027,2292
30027,2438
30027,2439
30027,2440
30027,2441
30027,2557
30027,2562
30027,2577
30027,2581
30027,2588
30027,2675
30027,2739
30027,2741
30027,2742
30027,2750
30027,2753
30027,2839
30027,2869
30027,2884
30027,2908
30027,2941
30027,3052
30027,4344
30027,4673
30027,5622
30027,8393
30027,8958
30027,9498
30027,10171
30027,10172
30027,10250
30027,10430
30027,10718
30027,10809
30027,10817
30027,10818
30027,10869
30027,10870
30027,10871
30027,10872
30027,10950
30027,10951
30027,10952
30027,10998
30027,11021
30027,11022
30027,11653
30027,11654
30027,11718
30027,11719
30027,11720
30027,11721
30027,14681
30027,15552
30027,15596
30028,1107
30028,1149
30028,1158
30028,1212
30028,1309
30028,1373
30028,1406
30028,1463
30028,1476
30028,1676
30028,1699
30028,1748
30028,1874
30028,1912
30028,1918
30028,1929
30028,1932
30028,1934
30028,1935
30028,1978
30028,2004
30028,2089
30028,2133
30028,2156
30028,2193
30028,2225
30028,2309
30028,2609
30028,2743
30028,2745
30028,3085
30028,6064
30028,6588
30028,9012
30028,9093
30028,9095
30028,9465
30028,9613
30028,10430
30028,10799
30028,10808
30028,10809
30028,10820
30028,10824
30028,10828
30028,10844
30028,10845
30028,10866
30028,10872
30028,10972
30028,10973
30028,11005
30028,11052
30028,11053
30028,11054
30028,11055
30028,11057
30028,11576
30028,11653
30028,11655
30028,11656
30028,11722
30028,11726
30028,11727
30028,13398
30028,14002
30028,14500
30028,15649
30028,15650
30028,15651
30028,15652
30028,15654
30028,15655
30028,15656
30028,15657
30028,15663
30028,15664
30028,15665
30028,15666
30028,15988
30028,15990
30028,16194
30028,17087
30028,17103
30028,17298
30028,17299
30028,17404
30028,17413
30029,1000
30029,1001
30029,1002
30029,1008
30029,1065
30029,1085
30029,1110
30029,1152
30029,1157
30029,1193
30029,1316
30029,1330
30029,1546
30029,1712
30029,1929
30029,1978
30029,2163
30029,2292
30029,2438
30029,2439
30029,2480
30029,2525
30029,2557
30029,2558
30029,2562
30029,2577
30029,2581
30029,2588
30029,2675
30029,2739
30029,2741
30029,2742
30029,2747
30029,2753
30029,2775
30029,2839
30029,2869
30029,2884
30029,2908
30029,2941
30029,3009
30029,3046
30029,3052
30029,3053
30029,4153
30029,4344
30029,4673
30029,4948
30029,5543
30029,5622
30029,8393
30029,8958
30029,9020
30029,9498
30029,10039
30029,10171
30029,10172
30029,10250
30029,10430
30029,10699
30029,10718
30029,10757
30029,10809
30029,10818
30029,10869
30029,10870
30029,10871
30029,10872
30029,10926
30029,10950
30029,10951
30029,10952
30029,10998
30029,11021
30029,11022
30029,11653
30029,11654
30029,11720
30029,14681
30029,15552
30029,15596
30029,18108
30030,1000
30030,1001
30030,1008
30030,1065
30030,1085
30030,1110
30030,1152
30030,1157
30030,1259
30030,1316
30030,1330
30030,1427
30030,1546
30030,1712
30030,1978
30030,2108
30030,2231
30030,2292
30030,2438
30030,2439
30030,2475
30030,2557
30030,2558
30030,2562
30030,2577
30030,2581
30030,2588
30030,2675
30030,2739
30030,2741
30030,2742
30030,2750
30030,2753
30030,2798
30030,2884
30030,2908
30030,2920
30030,2941
30030,3052
30030,4153
30030,4344
30030,4673
30030,5622
30030,8393
30030,8958
30030,9498
30030,10171
30030,10172
30030,10250
30030,10430
30030,10718
30030,10809
30030,10818
30030,10869
30030,10870
30030,10871
30030,10872
30030,10926
30030,10950
30030,10951
30030,10952
30030,10998
30030,11021
30030,11022
30030,11653
30030,11654
30030,11720
30030,14681
30030,15552
30030,15596
30030,18108
30031,1000
30031,1001
30031,1008
30031,1065
30031,1085
30031,1110
30031,1152
30031,1157
30031,1181
30031,1316
30031,1330
30031,1427
30031,1546
30031,1712
30031,2292
30031,2438
30031,2439
30031,2557
30031,2562
30031,2577
30031,2588
30031,2675
30031,2739
30031,2741
30031,2742
30031,2747
30031,2750
30031,2753
30031,2839
30031,2869
30031,2884
30031,2908
30031,2960
30031,3009
30031,3052
30031,4153
30031,4344
30031,4673
30031,5622
30031,8393
30031,8958
30031,9498
30031,10171
30031,10250
30031,10430
30031,10718
30031,10757
30031,10773
30031,10809
30031,10818
30031,10828
30031,10845
30031,10869
30031,10871
30031,10950
30031,10951
30031,10952
30031,10989
30031,10998
30031,11021
30031,11022
30031,11650
30031,11653
30031,11654
30031,11720
30031,14681
30031,15552
30031,15596
30032,1000
30032,1001
30032,1008
30032,1011
30032,1065
30032,1085
30032,1110
30032,1152
30032,1157
30032,1193
30032,1271
30032,1316
30032,1330
30032,1546
30032,1712
30032,1929
30032,1978
30032,2292
30032,2438
30032,2439
30032,2475
30032,2557
30032,2562
30032,2577
30032,2581
30032,2588
30032,2675
30032,2739
30032,2741
30032,2742
30032,2753
30032,2775
30032,2839
30032,2869
30032,2884
30032,2908
30032,2920
30032,2941
30032,3009
30032,3052
30032,4153
30032,4344
30032,4673
30032,4948
30032,5622
30032,8393
30032,8958
30032,9498
30032,10171
30032,10172
30032,10250
30032,10430
30032,10718
30032,10757
30032,10809
30032,10818
30032,10869
30032,10871
30032,10872
30032,10950
30032,10951
30032,10952
30032,10998
30032,11021
30032,11022
30032,11653
30032,11654
30032,11720
30032,14681
30032,15552
30032,15596
30033,1000
30033,1001
30033,1008
30033,1011
30033,1065
30033,1110
30033,1152
30033,1157
30033,1330
30033,1546
30033,1676
30033,1712
30033,1929
30033,1978
30033,2438
30033,2439
30033,2446
30033,2447
30033,2523
30033,2557
30033,2562
30033,2577
30033,2588
30033,2609
30033,2675
30033,2739
30033,2741
30033,2742
30033,2748
30033,2753
30033,2884
30033,2908
30033,3052
30033,4344
30033,4673
30033,4948
30033,5543
30033,8393
30033,8958
30033,9498
30033,10039
30033,10171
30033,10172
30033,10430
30033,10718
30033,10809
30033,10817
30033,10818
30033,10869
30033,10870
30033,10871
30033,10872
30033,10950
30033,10951
30033,10952
30033,10996
30033,10998
30033,11021
30033,11022
30033,11654
30033,11720
30033,11729
30033,14681
30033,15552
30033,15596
30034,1000
30034,1001
30034,1008
30034,1011
30034,1065
30034,1085
30034,1110
30034,1152
30034,1157
30034,1193
30034,1316
30034,1330
30034,1546
30034,1712
30034,1978
30034,2292
30034,2438
30034,2439
30034,2557
30034,2562
30034,2577
30034,2581
30034,2588
30034,2675
30034,2739
30034,2741
30034,2742
30034,2753
30034,2775
30034,2839
30034,2869
30034,2884
30034,2908
30034,3009
30034,3052
30034,4153
30034,4344
30034,4673
30034,8393
30034,8958
30034,9498
30034,10039
30034,10171
30034,10172
30034,10250
30034,10430
30034,10718
30034,10809
30034,10818
30034,10869
30034,10870
30034,10871
30034,10872
30034,10926
30034,10950
30034,10951
30034,10952
30034,10998
30034,11021
30034,11022
30034,11653
30034,11654
30034,11718
30034,11719
30034,11720
30034,11721
30034,14681
30034,15552
30034,15596
30034,18108
30035,1003
30035,1012
30035,1100
30035,1157
30035,1427
30035,1431
30035,1463
30035,1475
30035,1652
30035,1920
30035,1922
30035,1924
30035,1931
30035,2445
30035,2490
30035,2577
30035,2579
30035,2675
30035,2747
30035,2748
30035,2775
30035,2789
30035,4485
30035,4963
30035,5555
30035,6064
30035,7576
30035,8958
30035,9012
30035,9095
30035,10250
30035,10773
30035,10798
30035,10799
30035,10809
30035,10871
30035,10988
30035,11404
30035,11721
30035,11726
30035,14719
30035,15953
30035,17249
30035,17502
30036,1026
30036,1145
30036,1157
30036,1246
30036,1357
30036,1929
30036,2167
30036,2438
30036,2557
30036,2577
30036,2748
30036,2839
30036,2840
30036,2884
30036,2941
30036,3023
30036,4948
30036,4999
30036,5522
30036,5543
30036,5554
30036,5597
30036,7490
30036,8979
30036,9012
30036,9085
30036,9498
30036,10025
30036,10026
30036,10430
30036,10551
30036,10773
30036,10817
30036,10829
30036,10870
30036,10952
30036,10990
30036,10995
30036,11050
